,start,end,duration,timedelta,seconds
195,2024-01-07 07:37:05+00:00,2024-01-07 07:37:34+00:00,29.0,4 days 13:17:01,393421.0
196,2024-01-07 07:38:06+00:00,2024-01-07 07:38:34+00:00,28.0,4 days 13:18:02,393482.0
197,2024-01-07 07:39:06+00:00,2024-01-07 07:39:34+00:00,28.0,4 days 13:19:02,393542.0
198,2024-01-07 07:40:07+00:00,2024-01-07 07:40:35+00:00,28.0,4 days 13:20:03,393603.0
199,2024-01-07 07:41:07+00:00,2024-01-07 07:41:35+00:00,28.0,4 days 13:21:03,393663.0
200,2024-01-07 07:42:08+00:00,2024-01-07 07:42:35+00:00,27.0,4 days 13:22:04,393724.0
201,2024-01-07 07:43:09+00:00,2024-01-07 07:43:36+00:00,27.0,4 days 13:23:05,393785.0
202,2024-01-07 07:44:09+00:00,2024-01-07 07:44:36+00:00,27.0,4 days 13:24:05,393845.0
203,2024-01-07 07:45:10+00:00,2024-01-07 07:45:36+00:00,26.0,4 days 13:25:06,393906.0
204,2024-01-07 07:46:11+00:00,2024-01-07 07:46:36+00:00,25.0,4 days 13:26:07,393967.0
205,2024-01-07 07:47:11+00:00,2024-01-07 07:47:37+00:00,26.0,4 days 13:27:07,394027.0
206,2024-01-07 07:48:12+00:00,2024-01-07 07:48:37+00:00,25.0,4 days 13:28:08,394088.0
207,2024-01-07 14:00:06+00:00,2024-01-07 14:00:35+00:00,29.0,4 days 19:40:02,416402.0
208,2024-01-07 14:01:07+00:00,2024-01-07 14:01:36+00:00,29.0,4 days 19:41:03,416463.0
209,2024-01-07 14:02:07+00:00,2024-01-07 14:02:36+00:00,29.0,4 days 19:42:03,416523.0
210,2024-01-07 14:03:08+00:00,2024-01-07 14:03:37+00:00,29.0,4 days 19:43:04,416584.0
211,2024-01-07 14:04:08+00:00,2024-01-07 14:04:37+00:00,29.0,4 days 19:44:04,416644.0
212,2024-01-07 14:05:08+00:00,2024-01-07 14:05:37+00:00,29.0,4 days 19:45:04,416704.0
213,2024-01-07 14:06:09+00:00,2024-01-07 14:06:17+00:00,8.0,4 days 19:46:05,416765.0
214,2024-01-07 20:18:06+00:00,2024-01-07 20:18:35+00:00,29.0,5 days 01:58:02,439082.0
215,2024-01-07 20:19:06+00:00,2024-01-07 20:19:35+00:00,29.0,5 days 01:59:02,439142.0
216,2024-01-07 20:20:07+00:00,2024-01-07 20:20:36+00:00,29.0,5 days 02:00:03,439203.0
217,2024-01-07 20:21:07+00:00,2024-01-07 20:21:36+00:00,29.0,5 days 02:01:03,439263.0
218,2024-01-07 20:22:08+00:00,2024-01-07 20:22:37+00:00,29.0,5 days 02:02:04,439324.0
219,2024-01-07 20:23:08+00:00,2024-01-07 20:23:37+00:00,29.0,5 days 02:03:04,439384.0
220,2024-01-07 20:24:09+00:00,2024-01-07 20:24:37+00:00,28.0,5 days 02:04:05,439445.0
221,2024-01-07 20:25:09+00:00,2024-01-07 20:25:38+00:00,29.0,5 days 02:05:05,439505.0
222,2024-01-07 20:26:09+00:00,2024-01-07 20:26:38+00:00,29.0,5 days 02:06:05,439565.0
223,2024-01-08 04:02:08+00:00,2024-01-08 04:02:22+00:00,14.0,5 days 09:42:04,466924.0
224,2024-01-08 04:03:10+00:00,2024-01-08 04:03:21+00:00,11.0,5 days 09:43:06,466986.0
225,2024-01-08 04:04:11+00:00,2024-01-08 04:04:20+00:00,9.0,5 days 09:44:07,467047.0
226,2024-01-08 04:05:15+00:00,2024-01-08 04:05:17+00:00,2.0,5 days 09:45:11,467111.0
227,2024-01-08 10:22:11+00:00,2024-01-08 10:22:19+00:00,8.0,5 days 16:02:07,489727.0
