CIC_AEM_VERS = 2.0
CREATION_DATE  = 2023-03-27T13:35:16.207
ORIGINATOR     = TOLOSAT

META_START

COMMENT days (MJD), sec (UTC), q0: real part, q1, q2, q3

OBJECT_NAME = IRIDIUM 172
OBJECT_ID = IRIDIUM 172

REF_FRAME_A = EME2000
REF_FRAME_B = SC_BODY_1
ATTITUDE_DIR = A2B
TIME_SYSTEM = TAI
START_TIME = 2024-01-02T11:59:55.000
STOP_TIME = 2024-01-03T11:59:55.000
ATTITUDE_TYPE = QUATERNION
QUATERNION_TYPE = LAST

META_STOP
60311 46152.0  0.211060  0.115232 -0.000000 0.970657
60311 46162.0  0.215112  0.118243 -0.000000 0.969405
60311 46172.0  0.219158  0.121253 -0.000000 0.968126
60311 46182.0  0.223196  0.124262 -0.000000 0.966821
60311 46192.0  0.227228  0.127268 -0.000000 0.965490
60311 46202.0  0.231252  0.130272 -0.000000 0.964133
60311 46212.0  0.235269  0.133275 -0.000000 0.962749
60311 46222.0  0.239279  0.136275 -0.000000 0.961340
60311 46232.0  0.243281  0.139274 -0.000000 0.959905
60311 46242.0  0.247276  0.142270 -0.000000 0.958443
60311 46252.0  0.251263  0.145264 -0.000000 0.956956
60311 46262.0  0.255242  0.148255 -0.000000 0.955443
60311 46272.0  0.259213  0.151244 -0.000000 0.953904
60311 46282.0  0.263177  0.154231 -0.000000 0.952340
60311 46292.0  0.267131  0.157215 -0.000000 0.950749
60311 46302.0  0.271078  0.160196 -0.000000 0.949133
60311 46312.0  0.275017  0.163175 -0.000000 0.947491
60311 46322.0  0.278946  0.166151 -0.000000 0.945824
60311 46332.0  0.282868  0.169123 -0.000000 0.944131
60311 46342.0  0.286780  0.172094 -0.000000 0.942412
60311 46352.0  0.290684  0.175061 -0.000000 0.940668
60311 46362.0  0.294578  0.178024 -0.000000 0.938899
60311 46372.0  0.298464  0.180985 -0.000000 0.937104
60311 46382.0  0.302341  0.183943 -0.000000 0.935283
60311 46392.0  0.306208  0.186897 -0.000000 0.933438
60311 46402.0  0.310066  0.189848 -0.000000 0.931567
60311 46412.0  0.313914  0.192795 -0.000000 0.929671
60311 46422.0  0.317753  0.195739 -0.000000 0.927750
60311 46432.0  0.321582  0.198680 -0.000000 0.925803
60311 46442.0  0.325401  0.201617 -0.000000 0.923832
60311 46452.0  0.329210  0.204550 -0.000000 0.921835
60311 46462.0  0.333009  0.207479 -0.000000 0.919814
60311 46472.0  0.336798  0.210404 -0.000000 0.917768
60311 46482.0  0.340576  0.213326 -0.000000 0.915696
60311 46492.0  0.344345  0.216243 -0.000000 0.913600
60311 46502.0  0.348102  0.219157 -0.000000 0.911480
60311 46512.0  0.351849  0.222066 -0.000000 0.909334
60311 46522.0  0.355586  0.224972 -0.000000 0.907164
60311 46532.0  0.359311  0.227873 -0.000000 0.904969
60311 46542.0  0.363026  0.230769 -0.000000 0.902750
60311 46552.0  0.366729  0.233662 -0.000000 0.900507
60311 46562.0  0.370421  0.236549 -0.000000 0.898238
60311 46572.0  0.374102  0.239433 -0.000000 0.895946
60311 46582.0  0.377772  0.242311 -0.000000 0.893629
60311 46592.0  0.381430  0.245186 -0.000000 0.891288
60311 46602.0  0.385077  0.248055 -0.000000 0.888923
60311 46612.0  0.388711  0.250920 -0.000000 0.886534
60311 46622.0  0.392334  0.253780 -0.000000 0.884121
60311 46632.0  0.395945  0.256634 -0.000000 0.881684
60311 46642.0  0.399544  0.259484 -0.000000 0.879223
60311 46652.0  0.403131  0.262329 -0.000000 0.876738
60311 46662.0  0.406705  0.265169 -0.000000 0.874229
60311 46672.0  0.410267  0.268004 -0.000000 0.871697
60311 46682.0  0.413816  0.270834 -0.000000 0.869140
60311 46692.0  0.417353  0.273658 -0.000000 0.866561
60311 46702.0  0.420877  0.276477 -0.000000 0.863958
60311 46712.0  0.424389  0.279291 -0.000000 0.861331
60311 46722.0  0.427887  0.282099 -0.000000 0.858681
60311 46732.0  0.431372  0.284902 -0.000000 0.856008
60311 46742.0  0.434844  0.287699 -0.000000 0.853311
60311 46752.0  0.438303  0.290491 -0.000000 0.850591
60311 46762.0  0.441748  0.293277 -0.000000 0.847848
60311 46772.0  0.445180  0.296057 -0.000000 0.845083
60311 46782.0  0.448599  0.298832 -0.000000 0.842294
60311 46792.0  0.452003  0.301600 -0.000000 0.839482
60311 46802.0  0.455394  0.304363 -0.000000 0.836648
60311 46812.0  0.458771  0.307120 -0.000000 0.833791
60311 46822.0  0.462133  0.309871 -0.000000 0.830911
60311 46832.0  0.465482  0.312616 -0.000000 0.828009
60311 46842.0  0.468816  0.315355 -0.000000 0.825084
60311 46852.0  0.472136  0.318087 -0.000000 0.822136
60311 46862.0  0.475441  0.320814 -0.000000 0.819167
60311 46872.0  0.478732  0.323534 -0.000000 0.816175
60311 46882.0  0.482008  0.326248 -0.000000 0.813161
60311 46892.0  0.485269  0.328956 -0.000000 0.810125
60311 46902.0  0.488515  0.331657 -0.000000 0.807067
60311 46912.0  0.491746  0.334352 -0.000000 0.803987
60311 46922.0  0.494962  0.337040 -0.000000 0.800885
60311 46932.0  0.498163  0.339722 -0.000000 0.797761
60311 46942.0  0.501348  0.342397 -0.000000 0.794615
60311 46952.0  0.504518  0.345066 -0.000000 0.791449
60311 46962.0  0.507672  0.347728 -0.000000 0.788260
60311 46972.0  0.510811  0.350384 -0.000000 0.785050
60311 46982.0  0.513933  0.353032 -0.000000 0.781819
60311 46992.0  0.517040  0.355674 -0.000000 0.778566
60311 47002.0  0.520130  0.358310 -0.000000 0.775293
60311 47012.0  0.523205  0.360938 -0.000000 0.771998
60311 47022.0  0.526263  0.363559 -0.000000 0.768682
60311 47032.0  0.529304  0.366174 -0.000000 0.765345
60311 47042.0  0.532330  0.368781 -0.000000 0.761988
60311 47052.0  0.535338  0.371382 -0.000000 0.758610
60311 47062.0  0.538330  0.373976 -0.000000 0.755211
60311 47072.0  0.541304  0.376562 -0.000000 0.751791
60311 47082.0  0.544262  0.379142 -0.000000 0.748352
60311 47092.0  0.547203  0.381714 -0.000000 0.744891
60311 47102.0  0.550126  0.384280 -0.000000 0.741411
60311 47112.0  0.553033  0.386838 -0.000000 0.737910
60311 47122.0  0.555921  0.389389 -0.000000 0.734390
60311 47132.0  0.558792  0.391932 -0.000000 0.730849
60311 47142.0  0.561646  0.394469 -0.000000 0.727288
60311 47152.0  0.564481  0.396998 -0.000000 0.723708
60311 47162.0  0.567299  0.399520 -0.000000 0.720108
60311 47172.0  0.570099  0.402035 -0.000000 0.716488
60311 47182.0  0.572880  0.404543 -0.000000 0.712849
60311 47192.0  0.575643  0.407043 -0.000000 0.709191
60311 47202.0  0.578388  0.409536 -0.000000 0.705513
60311 47212.0  0.581114  0.412021 -0.000000 0.701816
60311 47222.0  0.583822  0.414499 -0.000000 0.698099
60311 47232.0  0.586510  0.416970 -0.000000 0.694364
60311 47242.0  0.589180  0.419433 -0.000000 0.690610
60311 47252.0  0.591831  0.421889 -0.000000 0.686838
60311 47262.0  0.594462  0.424338 -0.000000 0.683046
60311 47272.0  0.597075  0.426779 -0.000000 0.679236
60311 47282.0  0.599667  0.429213 -0.000000 0.675407
60311 47292.0  0.602241  0.431640 -0.000000 0.671560
60311 47302.0  0.604794  0.434059 -0.000000 0.667695
60311 47312.0  0.607328  0.436470 -0.000000 0.663812
